id,pantun,quality,reason,avg_syllables,rhyme_type,line_count
1108,"Manis sekali buah tembikai,
Ladangnya luas siapa yang punya,
Program yang baik usahlah dipertikai,
Ada persoalan datanglah bertanya",Moderate,No nature elements,10.0,ABAB,4
1109,"Putih berseri bunga melati,
Ditiup angin indah berbuai,
Sekian lama sabar dinanti,
Barulah sekarang hasilnya dituai",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1110,"Indah pemandangan di Tanjung Tuan,
Tempat berlabuh puluhan lancang,
Buat yang pergi sudah ketentuan,
Yang tinggal kini perlulah merancang",Moderate,No nature elements,10.0,ABAB,4
1111,"Air menitis di atas batu,
Batu yang lekuk menjadi tanda,
Teman yang tulus terus membantu,
Di saat sempit sentiasa ada",Moderate,No nature elements,9.5,ABAB,4
1112,"Anak rantau pulang ke desa,
Bertahun-tahun membawa diri,
Setiap orang inginkan selesa,
Kerjasama dan dukungan perlu diberi",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,10.5,ABAB,4
1113,"Terus menumpang resminya dedalu,
Pohon kukuh selesa bertempat,
Kesuraman 2023 semoga berlalu,
2024 menjanji bahagia sejagat",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1114,"Lihat sesuatu dengan mata lebah,
Akan berfokus kepada kebaikan,
Di penghujung tahun marilah bermuhasabah,
Usah diganggu negara dibangunkan",Moderate,Syllable count per line is not in the range of 8-12,12.0,ABAB,4
1115,"Terus mengharap sekian lama,
Detik ditempuh jadi kenangan,
Saat gembira diraikan bersama,
Diusia begini bertemu kebahagiaan",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
1116,"Unggas bernyanyi di pohon ara,
Meriah suasana memecah sepi,
Meskipun tidak banyak berbicara,
Kebaikannya disedari untuk dihargai",Moderate,Syllable count per line is not in the range of 8-12,11.0,ABAB,4
1117,"Puteri bersenda diredup pepohon,
Tersangkut di bahu selembar cindai,
Bahtera dilayari tiga puluh tujuh tahun,
Tenang meredah ombak dan badai",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,12.0,ABAB,4
1118,"Membaca akhbar di pantai muara,
Angin berhembus terdengar desiran,
Mendengar khabar sahabat sejahtera,
Hilang persoalan bermain di fikiran",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.0,ABAB,4
1119,"Bangunan dibina dengan tiga pintu,
Di tanah waqaf pinggir kuala,
Pemimpin yang adil perlu dibantu,
Kepentingan ramai terus terbela",Moderate,No nature elements,10.75,ABAB,4
1120,"Pelabuhan Dumai jauh di seberang,
Mula belayar di muara Johor,
Apabila berbicara usah sebarang,
Nanti musnah citra yang masyhur",Moderate,Syllable count per line is not in the range of 8-12,10.75,ABAB,4
1121,"Berterbangan indah sirama-rama,
Bagaikan puteri sedang menari,
Hari Natal disambut bersama,
Semoga kemakmuran terus lestari",Moderate,Word count per line is not in the range of 4-5,11.0,ABAB,4
1122,"Jangan mengelak daripada terlibat,
Perbincangan berlangsung rancak semalaman,
Maafkan saja keterlupaan sahabat,
Di usia persaraan demikianlah kelaziman",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,12.5,ABAB,4
1123,"Menguncup disentuh daun semalu,
Tumbuh di pangkal pohon ceri,
Usah dikesali masa yang lalu,
Tidak kembali yang pernah diberi",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
1124,"Di bawah teduhan pohon inai,
Pokok pegaga tumbuh melata,
Manfaatkan jaringan dengan alumni,
Untuk kepentingan Universiti tercinta",Moderate,Syllable count per line is not in the range of 8-12,11.25,ABAB,4
1125,"Merawat gatal daun genggang,
Ubatan tradisi perlulah diingat,
Sekian lama tidak ke gelanggang,
Hari ini beriadah keluarkan keringat",Moderate,Syllable count per line is not in the range of 8-12,10.5,ABAB,4
1126,"Setiap isu difikirkan teliti,
Dijadikan bahan untuk penghujahan,
Mengapakah kekejaman tidak berhenti,
Anak kecil pun sasaran pembunuhan",Moderate,Syllable count per line is not in the range of 8-12,12.0,ABAB,4
1127,"Berhati-hati dengan perisikan,
Maklumat organisasi kemas terpelihara,
Dalam melaksana aktiviti kebajikan,
Soal integriti terutama diperkira",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,13.25,ABAB,4
1128,"Ada keindahan di rimba yang liar,
Pohon purba jangan terkorban,
Kesukaran sahabat usah terbiar,
Sedaya upaya ringankanlah beban",Moderate,Word count per line is not in the range of 4-5,10.5,ABAB,4
1129,"Menyusuri pantai diwaktu petang,
Walaupun lutut terketar-ketar,
Menjadi kebaikan memberi hutang,
Namun peminjam wajib membayar",Moderate,Word count per line is not in the range of 4-5,10.5,ABAB,4
1130,"Mulakan pagi kupasan mangga,
Manisnya meresap nikmat dirasakan,
Bergotong royong bersama warga,
Bersilaturrahim perkukuh kesepaduan",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,11.25,ABAB,4
1131,"Harum mewangi bunga melati,
Di dalam pasu tepi jendela,
Janganlah kebencian mengotori hati,
Hanya kerana parti berbeza",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
1132,"Pelbagai sumber banyak cerita,
Ratu jelitawan telah dilamar,
Janganlah mudah sebarkan berita,
Kebenaran belum tentu maruah tercemar",Moderate,Syllable count per line is not in the range of 8-12,11.25,ABAB,4
1133,"Tempat makan di tepi benteng,
Sering dikunjungi bersama rakan,
Urusan hibah sangatlah penting,
Yang ditinggal kelak jangan disusahkan",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
1134,"Menguji ikan di dalam kolam,
Pasanglah umpan dimata kail,
Menikmati keindahan di waktu malam,
Gemerlap kota dari Menara KL",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
1135,"Juadah tradisi ikan pelata,
Kini jarang terdapat di perairan,
Pelbagai peluang di depan mata,
Pertimbangan dibuat berlandas kejujuran",Moderate,Syllable count per line is not in the range of 8-12,11.0,ABAB,4
1136,"Sudah lama tidak ke Terengganu,
Hari ini jejaki pekan Kemaman,
Kembangkan perniagaan dengan ArRahnu,
Bantu masyarakat perbaiki kehidupan",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,11.75,ABAB,4
1137,"Terpesona mendengar kambing mengembek,
Bagai memanggil taulan dan rakan,
Rumah makan Riverside di Janda Baik,
Tempoyak patin tak dapat dilupakan",Moderate,Word count per line is not in the range of 4-5; No nature elements,11.5,ABAB,4
1138,"Suaranya merdu mengikut irama,
Semua penonton menumpu perhatian,
Lagu lama biduanita ternama,
Mengimbau kenangan menyegar ikatan",Moderate,No nature elements,11.25,ABAB,4
1139,"Juadah tradisi putu mayam,
Perut kenyang mudah terlena,
Meskipun bersara usah berdiam,
Manfaatkan pengalaman sangat berguna",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1140,"Cahaya mentari mengintai malu,
Embun menitik di hujung daun,
Walau diasak bertalu-talu,
Dijawab berhemah penuh bersantun",Moderate,Word count per line is not in the range of 4-5,10.0,ABAB,4
1141,"Sucikan diri daripada berdendam,
Bukan diwariskan oleh nenek moyang,
Sifat pemarah yang tidak terpadam,
Bagaimana nak saling berkasih sayang?",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.75,ABAB,4
1142,"Sekian lama ternanti-nanti,
Sungai dilintasi dengan jambatan,
Bertemu sahabat  sentiasa dihati,
Di usia lanjut pererat persahabatan",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,11.25,ABAB,4
1143,"Hadapi cabaran perlulah berubah,
Perlu dinilai segala amalan,
Tuntutan dikemuka tidak munasabah,
Biar mahkamah memberikan keadilan",Moderate,Syllable count per line is not in the range of 8-12,11.75,ABAB,4
1144,"Suasana di pasar hingar dan bingar,
Banyakkan bersabar karenah orang,
Cerita anak haruslah didengar,
Wajah berseri hatinya girang",Moderate,Word count per line is not in the range of 4-5,10.75,ABAB,4
1145,"Harum baunya buah kuini,
Dikupas teliti di atas tangga,
Anak yatim dan miskin harus disantuni,
Ujian mereka buat kita juga",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,10.25,ABAB,4
1146,"Berhati-hati di kawasan berpaya,
Kawasan dipulih untuk pembangunan,
Penghormatan diberi usah dipersia,
Menjadi teladan pelihara kemuliaan",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,12.25,ABAB,4
1147,"Seng garang kayu besi,
Ada bara dupa sasa;
Bumi Senggarang menjadi saksi,
Bukti negara aman sentosa.",Moderate,Syllable count per line is not in the range of 8-12,8.75,ABAB,4
1148,"Buah berangan di atas pinggan,
Lada hidup ramas cermai;
Tak menang tangan layan pelanggan,
Gambaran hidup aman dan damai.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1149,"Gesik gambus dendang bersemi,
Mersik gempar bergelek goyang;
Jagung rebus pelbagai mi,
Perut lapar jadi kenyang.",Moderate,No nature elements,8.5,ABAB,4
1150,"Masak jering lauk kari,
Ayam rendang ulam pegaga;
Ikan kering dicari-cari,
Buat hidangan seisi keluarga.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,8.5,ABAB,4
1151,"Pisang dilayur dibuat makan,
Jaja si adik ke pasar tani;
Daging, sayur, buah dan ikan,
Ayam, itik sembelih di sini.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
1152,"Asam celagi jatuh di batu,
Ambil saja dibasuh bonda;
Awal pagi hari Sabtu,
Pesta berjaja pelbagai benda.",Moderate,No nature elements,9.25,ABAB,4
1153,"Tentunya damai tidak celaru,
Pantai Lurus indah berseri;
Pasti ramai orang menderu,
Senggarang ditamu dagang dan senteri.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1154,"Tok haji pakai ketayap,
Setiap waktu solat fardhu;
Bangun pagi terus bersiap,
Hari Sabtu ditunggu-tunggu.",Moderate,Word count per line is not in the range of 4-5; No nature elements,8.25,ABAB,4
1155,"Mari makan buah keranji,
Buah keranji di hujung kampung;
Jual di pekan meraih rezeki,
Mesranya kami aman sekampung.",Moderate,No nature elements,9.0,ABAB,4
1156,"Inang-inang goreng kentang,
Baru tadi dijamah sepupu;
Jemur pinang hingga ke petang,
Meraut lidi jadi penyapu.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.0,ABAB,4
1157,"Ayu Letchemi gigi tiada,
Pinggang dicekak memakai topi;
Antara kami berbeza tiada,
Bersama nenek memetik kopi.",Moderate,No nature elements,9.75,ABAB,4
1158,"Ayu Letchemi setampuk mungil,
Bakul dibawa buah bidara;
Teringat kami sewaktu kecil,
Saling ketawa beramah mesra.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1159,"Paku pakis di banjaran,
Pokok sena tumbuh semahu;
Harmoni terlukis indah lakaran,
Melayu dan cina bahu membahu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1160,"Tepi kali penyegat bersarang,
Baru tadi di telaga;
Orang asli bumi Senggarang,
Kaya budi sopan terjaga.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1161,"Guruh petir gegar dentumnya,
Lebatnya hujan teduhlah nanti;
Salam Buat Mahathir itu tajuknya,
Bertanya di google mencari bukti.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
1162,"Lipat lengan hendak menyabit,
Lalangnya ada setinggi para;
Buku ""Perjuangan"" jaya diterbit,
Hadiah kepada pemimpin negara.",Moderate,No nature elements,10.0,ABAB,4
1163,"Molek teratur buruj belantik,
Dilangit lusa pastikan hilang;
Indah struktur sekolah cantik,
Mendidik nusa bangun berjuang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1164,"Guli dibilang tak kan hilang,
Congkak cekap mainan saudara;
Sekolah cemerlang membina gemilang,
Lestari landskap pendidikan negara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
1165,"Bangun bertatih rajin berlatih,
Jangan beralah jatuh tersemu;
Berbaju putih kasut pun putih,
Tuju sekolah mencari ilmu.",Moderate,No nature elements,10.0,ABAB,4
1166,"Baki jerami berteka-teka,
Diikat getah simpul sendiri;
Teringat kami satu ketika,
Ladang getah kami susuri.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.5,ABAB,4
1167,"Kebaya nyonya busana lama,
Dara menyembat berbenang perang;
Dulu hanya perkampungan lama,
Sekarang hebat maju Senggarang.",Moderate,No nature elements,10.0,ABAB,4
1168,"Ini kendi sadur suasa,
Harta bersisa keturunan kami;
Menabur budi menanam jasa,
Membangun desa jana ekonomi.",Moderate,No nature elements,10.0,ABAB,4
1169,"Tanah paya ularnya bisa,
Ada denak tidaklah gadang;
Dulu hanya nelayan desa,
Kini berternak kambing berkandang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1170,"Seperah dibentang beras dibekal,
Bungkal berbebat berzakat kita;
Waktu petang berkayuh basikal,
Bertemu sahabat bertukar cerita.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
1171,"Para peraih berjaja ke pekan,
Emas juga molek berkarang;
Nelayan gigih memukat ikan,
Kerang juga dicari orang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1172,"Tikar sejadah kainnya kasa,
Tasbih berupa seuntas rantai;
Nikmati juadah pelbagai rasa,
Sambil disapa bayu di pantai.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1173,"Keris Lekir di balik langsir,
Keluknya sudah diraksa warna;
Dulu kelikir batu dan pasir,
Kini indah bergerai kontena.",Moderate,No nature elements,9.75,ABAB,4
1174,"Bertali arus bah digundah,
Hujan bercurah hingga ke dini;
Sungai Lurus pantainya indah,
Terpahat sejarah kami di sini.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1175,"Kain lipat kain berenda,
Tona kala cantik bersemi;
Ini tempat lahir bonda,
Di sini mula keturunan kami.",Moderate,Syllable count per line is not in the range of 8-12,8.75,ABAB,4
1176,"Sergam masjid limpahan cahaya,
Damailah raga sujud sesaat;
Makalah wajib kita percaya,
Kelak jua beroleh syafaat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1177,"Di rimba masih suluk alami,
Serba-serbi maujud halangan;
Agar cinta terus bersemi,
Kepada nabi Rasul junjungan.",Moderate,Word count per line is not in the range of 4-5,9.5,ABAB,4
1178,"Mantera pendeta sampil perindu,
Di rimba masih suluk alami;
Marilah kita mengubat rindu,
Agar cinta terus bersemi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1179,"Tumbuhan nadir di tanah ini,
Tanah pamah jangan disia;
Maka ditakdir jadi begini,
Ada hikmah ada rahsia.",Moderate,No nature elements,9.0,ABAB,4
1180,"Waktu sujud ustaz berkata,
Doa dihadir ketika dini;
Setelah wujud menjadi nyata,
Maka ditakdir jadi begini.",Moderate,No nature elements,9.5,ABAB,4
1181,"Pokok lada memanglah maujud,
Memanglah maujud di tanah lata;
Daripada tiada kepada wujud,
Setelah wujud menjadi nyata.",Moderate,No nature elements,10.0,ABAB,4
1182,"Ini timah dari Malaysia,
Sedikit hanya tidaklah pelik;
Ada hikmah ada rahsia,
Kita hamba-Nya DIA lah Khalik.",Moderate,No nature elements,9.0,ABAB,4
1183,"Ada satu dua cerita,
Terselit lagu dialun bangsi;
Al-Khalik itu Maha Pencipta,
Tanpa ragu dan juga sangsi.",Moderate,No nature elements,9.0,ABAB,4
1184,"Sudah mengkal buah rumia,
Hidang tetamu dari Kijal;
Mencari bekal hidup di dunia,
Sebelum bertemu berdepan ajal.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.25,ABAB,4
1185,"Jangan dijujut pokok melata,
Luka jari berdarahnya jadi;
Maka wujud menjadi nyata,
Redalah diri menuju abadi.",Moderate,No nature elements,10.0,ABAB,4
1186,"Ulam peria makan peria,
Kenyang sudah ketawa berdekah;
Dilindung manusia nan taat setia,
Sihat beribadah rezeki bersedekah.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,10.25,ABAB,4
1187,"Pasang pelita gelap gelita,
Ada dua pelita di peran;
Maka kita disuruh meminta,
Mari berdoa itulah jalan.",Moderate,No nature elements,9.5,ABAB,4
1188,"Huru-hara gegak gempita,
Kisah siluman hilang budiman;
Maha Memelihara apa dicipta,
Hanya berfirman untuk pedoman.",Moderate,Word count per line is not in the range of 4-5; No nature elements,10.25,ABAB,4
1189,"Gunung Tahan banyak kala,
Kala dikata kehitam-hitaman;
Berkuasa Tuhan melaksana segala,
Bukti nyata jadikan pedoman.",Moderate,Word count per line is not in the range of 4-5,10.25,ABAB,4
1190,"Rumah Api Tanjung Tuan,
Pokok rumbia di paya lata;
DIA mencukupi segala keperluan,
Hanya DIA tempat meminta.",Moderate,Syllable count per line is not in the range of 8-12,8.75,ABAB,4
1191,"Kelubi kelat jeruk si polan,
Manislah ia sedap pun sua;
Jagalah solat juga amalan,
Perintah DIA kita semua.",Moderate,No nature elements,9.0,ABAB,4
1192,"Konon alah ke permatang,
Ada ditanam bunga-bungaan;
Jangan beralah dugaan datang,
Pasti hadir perbaiki keadaan.",Moderate,Word count per line is not in the range of 4-5,8.75,ABAB,4
1193,"Kain kasa dalam cerana,
Kurniaan taulan setia sanjungan;
Maha Perkasa asmaul husna,
Yang kesembilan itu bilangan.",Moderate,No nature elements,9.0,ABAB,4
1194,"Ada kelkatu waktu semilir,
Tepi gua malam berbulan;
Sabar itu perlu difikir,
Tabah jua mencari jalan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1195,"Pergi ke hutan itu rancangan,
Hutan larangan bersarang lebah;
Cari kekuatan jadi dukungan,
Ditimpa jangan membawa rebah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1196,"Buat pengat pisang tua,
Jadi manisan untuk sehari;
Perlu diingat wahai semua,
Kepada Tuhan berserah diri.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.5,ABAB,4
1197,"Balang di peran ikan kelisa,
Tiada sengat belaan semata;
Kurniaan dugaan dari nan Esa,
Ukur semangat kemampuan kita.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1198,"Ikan betuk dalam air,
Bawah pokok rendang redup;
Maha Pembentuk Ya Musawwir,
Setiap takdir suratan hidup.",Moderate,Syllable count per line is not in the range of 8-12,8.25,ABAB,4
1199,"Molek tempel di kaki kain,
Sebaris tanah corak setara;
Kaligrafi Tamil seni nan lain,
Ini khazanah kaligrafi negara.",Moderate,No nature elements,10.0,ABAB,4
1200,"Tampuk manggis kembar siam,
Molek tempel di kaki kain;
Lihat magis daku terdiam,
Kaligrafi Tamil seni nan lain.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.25,ABAB,4
1201,"Tampuk manggis kembang empat,
Satu buket bunga cengkih;
Molek manis dothi dilipat,
Rahsia terselit tafsir berkalih.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1202,"Tampuk manggis kembar siam,
Molek tempel di kaki kain;
Jumpa si manis janganlah diam,
Takut tampil mata ke lain.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.0,ABAB,4
1203,"Tampuk manggis kembang empat,
Satu buket bunga cengkih;
Molek manis bersongket lipat,
Bunga diselit jangan dikalih.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1204,"Kucing beranak di balik pintu,
Belakang pintu bawah peti;
Syukur anak dapat menantu,
Yatim piatu elok pekerti.",Moderate,No nature elements,9.25,ABAB,4
1205,"Haram dikata berkali larang,
Darab bahagi berdosa diri;
Jika kita zalimi orang,
Apatah lagi diri sendiri.",Moderate,No nature elements,9.75,ABAB,4
1206,"Sebelum petang ke Tanjung Bidara,
Cari arang lima sekati;
Khabar datang ditimbang tara,
Balik pulang senanglah hati.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1207,"Letak pelita atas para,
Ambil sal atas peti;
Setiap kata ditimbang tara,
Tidak sesal kemudian nanti.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.5,ABAB,4
1208,"Atas timbangan sa-mayam sarat,
Emas pula dari Palembang;
Jadi tuntunan sampai akhirat,
Lebat pahala saat ditimbang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1209,"Emas merah bertimbang bungkal,
Atas timbangan sa-mayam sarat;
Ilmu tercurah dibuat bekal,
Jadi tuntunan sampai akhirat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1210,"Balai bertingkap bersulur bayung,
Kenaikan sultan sedang berangkat;
Bagai zamrud di mercu gunung,
Seperti intan sudah terikat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1211,"Terbang kelkatu keliling pelita,
Tepi telaga di kaki takal;
Kerja itu ibadah kita,
Sampai syurga menjadi bekal.",Moderate,No nature elements,9.75,ABAB,4
1212,"Air telaga air sumur,
Isi penuh dalam bekas;
Moga-moga panjang umur,
Biar sembuh lekas-lekas.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,7.5,ABAB,4
1213,"Rebusan air si daun manggis,
Ambil secawan dibuat minum;
Nikmat mengalir itulah magis,
Hati nan rawan mula tersenyum.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1214,"Daun manggis tujuh helai,
Racik tanak di dapur kayu;
Hilang tangis bahagia membelai,
Tulus kehendak doa dirayu.",Moderate,Syllable count per line is not in the range of 8-12,8.75,ABAB,4
1215,"Siaga ubat buat sapuan,
Hilang bisa keliling pinggang;
Afiat berbebat hilang keruan,
Esok lusa tegap berlenggang.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.5,ABAB,4
1216,"Terung pipit molek dilumat,
Pinang muda dikisar sama;
Jika disepit duga kesumat,
Mendabik dada jangan berhuma.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1217,"Kunyit hidup dilumat-lumat,
Bedak sejuk dicampur gaul;
Moga dilitup berkat selamat,
Makbul dipujuk hajat berkaul.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.0,ABAB,4
1218,"Angkut-angkut buat sarang,
Ambil sarangnya dibuat ubat;
Patuh ikut berpantang larang,
Hilang sakitnya sihat berbebat.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,8.75,ABAB,4
1219,"Hilang nyawa badan musnah,
Baru ular telan mangsa;
Tenanglah jiwa hidup bertanah,
Elok gelar citra wangsa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
1220,"Tunggu mangsa masuk jerat,
Hilang nyawa badan musnah;
Esok lusa tidak melarat,
Tenanglah jiwa hidup bertanah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1221,"Ada ular susur akar,
Tunggu mangsa masuk jerat;
Elak tular menjadi mekar,
Esok lusa tidak melarat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
1222,"Susup lari masuk semak,
Ada ular susur akar;
Didik diri singkirkan tamak,
Elak tular menjadi mekar.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
1223,"Burung puyuh terbang rendah,
Susup lari masuk semak;
Walaupun kuyup berhujan gundah,
Didiklah diri singkirkan tamak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1224,"Durian dirasa berdusun-dusun,
Koyan sekian kenyang sendawa;
Berpangsa-pangsa molek tersusun,
Kisah durian senandika jiwa.",Moderate,Word count per line is not in the range of 4-5,9.75,ABAB,4
1225,"Kenyang letih tupai pun pening,
Durian dirasa berdusun-dusun;
Isinya putih ada yang kuning,
Berpangsa-pangsa molek tersusun.",Moderate,Word count per line is not in the range of 4-5,9.75,ABAB,4
1226,"Tupai mengendap ditebuk lari,
Kenyang letih tupai pun pening;
Rasanya sedap menjilat jari,
Isinya putih ada yang kuning.",Moderate,No nature elements,9.75,ABAB,4
1227,"Pohon bertuah dilipur lara,
Tupai mengendap ditebuk lari;
Raja buah punya angkara,
Rasanya sedap menjilat jari.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1228,"Dari bukit hingga ke baruh,
Pohon bertuah dilipur lara;
Timbun berdikit harga ditaruh,
Raja buah punya angkara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1229,"Ada yang tinggi juga nan rendang,
Dari bukit hingga ke baruh;
Gugurlah lagi peraih berdendang,
Timbun berdikit  harga ditaruh.",Moderate,Word count per line is not in the range of 4-5,9.75,ABAB,4
1230,"Melaka Pindah ke Tanjung Ara,
Arah bukan ke pekan Pilah;
Siaplah sudah si kerang sira,
Jemput makan baca bismillah.",Moderate,No nature elements,9.25,ABAB,4
1231,"Tanah nanas jangan berlumpur,
Salah kira kelaknya sesak:
Kuali panas sudah di dapur,
Kerang sira siap dimasak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1232,"Sulam lerang bunga selasih,
Kudup pecah lima kembangan;
Basuh kerang biar bersih,
Siapkan rencah untuk hidangan.",Moderate,Syllable count per line is not in the range of 8-12,8.5,ABAB,4
1233,"Tumbuh liar pohon berangan,
Lereng bukit di hutan Jelai;
Sambil bayar mula berangan,
Apa menu hendak digulai.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1234,"Jangan kalih purnama mengambang,
Pungguk merayu berselang-seli;
Dipilih-pilih cukup timbangan,
Seluk saku  mampu dibeli.",Poor,Word count per line is not in the range of 4-5; Rhyme doesn't follow ABAB or AAAA pattern; No nature elements,9.75,Other,4
1235,"Tukang pagar dengan tukul,
Paku berderai jatuh di tangga;
Kerang segar ada di bakul,
Dalam kedai Taman Tenaga.",Moderate,No nature elements,9.0,ABAB,4
1236,"Gesek rebab jangan ditandak,
Lagu cerita kisah Temagi;
Maka sebab molek bertindak,
Bukan kita siapa lagi.",Moderate,No nature elements,9.0,ABAB,4
1237,"Ambil ragi buat meramu,
Jadi raksa menyalut bebat;
Tidaklah rugi mencari ilmu,
Esok lusa menjadi hebat.",Moderate,No nature elements,9.0,ABAB,4
1238,"Ringgi-ringgi di pohon kayu,
Taruk jerami ancak dipingit;
Betapa tinggi akal Melayu,
Laksana bumi sampai ke langit.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1239,"Asam garam cuca mantera,
Tabur merata atas bentala;
Tidaklah karam belayar bahtera,
Setuju kata angguk kepala.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
