id,pantun,quality,reason,avg_syllables,rhyme_type,line_count
1162,"Daki Bukit Pasir,
Tengok mentari jelma;
Bijak baca tafsir,
Bahagia nanti menjelma.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,6.75,ABAB,4
1163,"Elok buluh diukir-ukir,
Dilorek bunga raya;
Ada akal berfikir-fikir,
Diguna jadi kaya.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,7.75,ABAB,4
1164,"Sekecil sudut dunia membaca,
Itu cara buka jendela,
Hidup tamsilan atas neraca,
Pelbagai ilmu merentas bentala.",Moderate,No nature elements,10.0,ABAB,4
1165,"Ada sebungkal si reja perca,
Reja perca di atas peran;
Ilmu dibekal pelbagai cara,
Malaysia membaca itu amalan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1166,"Buah kepaya buah bidara,
Untuk bentara buat santapan;
Anak saya anak saudara,
Pemimpin negara masa hadapan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1167,"Biji selasih barang selaksa,
Yang selaksa jangan selerak;
Tanda kasih cinta bahasa,
Dekad Bahasa biar semarak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1168,"Raut lidi barang selaksa,
Secekak tara letak di peti;
Ada budi ada bahasa,
Jati negara itulah bukti.",Moderate,No nature elements,9.25,ABAB,4
1169,"Kapal berkalih ke Tanjung Sedeli,
Ketemu jaksa tepi muara,
Bahasa tak boleh dijual beli,
Rosak bangsa punah negara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1170,"Cari kayu buluh bengkawan,
Di Pulau Ara seberang selat;
Bahasa Melayu bahasa kebangsaan,
Identiti negara bangsa berdaulat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
1171,"Kalau kelkatu terbang ke dahan,
Itu petanda hujan nak lebat;
Molek bersatu kita pertahan,
Pantun ditanda khazanah hebat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1172,"Pelita jua teman setia,
Liuk lintuk api di sumbu;
Tak bersua sejuta rahsia,
Elok dibentuk pantun beribu.",Moderate,No nature elements,8.5,ABAB,4
1173,"Harap terang bintang gemerlap,
Pelita jua teman setia,
Pantun dikarang sebelum lelap,
Terkendung juga berjuta rahsia.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1174,"Tanam cempedak di dalam dusun,
Juak bertongkat si kayu langsat;
Mengenyang tidak kalau berpantun,
Patah bertingkah menyambung adat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1175,"Pokok kepayang si pokok sentul,
Tumbuh berbaris dipinggir kota;
Kalau pembayang diguna betul,
Bagai keris bertatah permata.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1176,"Atas peran dupa cendana,
Ada sekerat kayu gaharu;
Elok sampiran alam diguna,
Unsur tepat menjadi guru.",Moderate,No nature elements,9.5,ABAB,4
1177,"Pasang lapun anjur ke baruh,
Ranting cengal ambur melata;
Dipeluk pantun bagai disuruh,
Disuruh kenal kemudian bercinta.",Moderate,No nature elements,9.75,ABAB,4
1178,"Tanah paya sentiasa basah,
Takkan senduduk tumbuh melata;
Tentulah saya berasa resah,
Pantun dibentuk sesedap kata.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1179,"Tujuh dulang emas berlian,
Dulang hantaran santun disambut;
Pantun didendang jadi nyanyian,
Karang dikarang sahut menyahut.",Moderate,No nature elements,9.25,ABAB,4
1180,"Anak ayam turun dua,
Mati seekor tinggallah satu;
Jika berbalam melihat Esa,
Jiwa diketur menjadi batu.",Moderate,Syllable count per line is not in the range of 8-12,9.0,ABAB,4
1181,"Anak ayam turun empat,
Mati seekor tinggal tiga;
Jika semayam tasawwur tarekat,
Hidup tersungkur petaka berlaga.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1182,"Anak ayam turun lima,
Mati seekor tinggal empat;
Biar disulam hidup beragama,
Tidaklah berdengkur syariat makrifat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1183,"Dari darat turun ke pantai,
Mahu petik buah kemunting;
Niat hajat mengalung rantai,
Sampai detik kami nak sunting.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
1184,"Buah langsat kuning mencelah,
Senduduk tidak berbunga lagi;
Bawa hajat jiran sebelah,
Sudikah tidak menjalin janji.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1185,"Ada belacan ada lada,
Tambah ulam sedap lagi;
Orang tua ngada-ngada,
Orang muda lebihlah lagi",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,8.25,ABAB,4
1186,"Ini cempedak itu nangka,
Beza nangka panjang tangkainya;
Pilih budak berbanding tua,
Orang tua panjang akalnya.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
1187,"Kail ikan seekor dua,
Ketawa kambing mengembek-ngembek;
Elok tua samalah tua,
Sama-sama mencincang gobek.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,8.0,ABAB,4
1188,"Jeriau serambi berkisi-kisi,
Pasang tiang tegak sepuluh;
Elok ubi diam berisi,
Jangan jadi gelagar buluh.",Moderate,Word count per line is not in the range of 4-5; No nature elements,8.75,ABAB,4
1189,"Kedidi sawah turun ke sawah,
Kedidi pantai mengejar ombak;
Molek mewah ilmu berkawah,
Biar sampai ke hujung tambak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1190,"Terbang tinggi burung kedidi,
Turun ke pantai berkawan-kawan;
Tidak berbagi akal dan budi,
Pantun disampai para ilmuwan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1191,"Angkut-angkut lebah kelulut,
Buat sarang di balik tabir;
Kalau takut dicili mulut,
Jangan bertebu di tepi bibir.",Moderate,Word count per line is not in the range of 4-5,9.0,ABAB,4
1192,"Angkut-angkut di tepi kali,
Ambil lumpur dikepal-kepal;
Kalau takut terkena cili,
Jangan rajin menumbuk sambal.",Moderate,Word count per line is not in the range of 4-5,9.0,ABAB,4
1193,"Angkut-angkut hatinya remuk,
Sarang dirobek si budak mentah;
Kalau takut digigit nyamuk,
Jangan menoreh ke ladang getah.",Moderate,Word count per line is not in the range of 4-5,9.5,ABAB,4
1194,"Angkut-angkut ke ladang getah,
Ada bawah daun keladi;
Kalau takut digigit lintah,
Jangan ke sawah menanam padi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1195,"Angkut-angkut ke hujung tambak,
Ambil tanah ke bawah lantai;
Kalau takut dilambung ombak,
Jangan berumah di tepi pantai.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1196,"Ikan kutambak enak dibakar,
Kicap dan cili jadi pencecah;
Elak ditambak semangat berkobar,
Jangan sekali dibiar pecah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1197,"Ikan belawis elok diperap,
Sedap dibakar bercecah kuah;
Hebat pewaris ilmu diserap,
Semangat berkobar melimpah ruah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1198,"Isinya kenyal si ikan belawis,
Ikan kutambak isinya lembut;
Biar kental semangat pewaris,
Segak dampak tidak serabut.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1199,"Ikan belawis ikan kutambak,
Dijaja orang ke pasar basah;
Bitara pewaris wangi semerbak,
Tajamlah parang jika diasah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1200,"Ikan belawis ikan kutambak,
Ikan laut dari Sabah;
Elok diwaris khazanah berlambak,
Mampan bertaut mengelak rebah.",Moderate,Syllable count per line is not in the range of 8-12,9.25,ABAB,4
1201,"Ikan duri ikan tenggiri,
Ada dijaja hujung pengkalan;
Muhasabah diri setiap hari,
Tidak tersesat di hujung jalan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1202,"Dalam peti cincin dinda,
Tak tersisih kasih berahi;
Celiklah hati bukalah minda,
Mengutip kasih cinta Ilahi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1203,"Tepi rawa cendawan naik,
Putih peri bagai mutiara;
Mendidik jiwa bersangka baik ,
Redalah diri maafkan saudara.",Moderate,Rhyme doesn't follow ABAB or AAAA pattern,9.0,Other,4
1204,"Tumbuh mana pokok meranti,
Daerah Lahad tumbuh sederap;
Hidup kelana ikhlaskan hati,
Inilah jihad tempat berharap.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1205,"Ada satu tikar sejadah,
Dibentang lata berkala-kala;
Kerja itu satu ibadah,
Tempat kita himpun pahala.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
1206,"Satu bahara emas diramu,
Tujuh gendala ufti kurnia;
Masyhur negara semarak ilmu,
Di sini bercahaya Kota Buku Dunia.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,10.5,ABAB,4
1207,"Ambil dupa di atas alang,
Cuca-cuca  kemenyan bara;
Itu tanda nusa cemerlang,
Hikmat membaca akal bitara.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.25,ABAB,4
1208,"Ada sepeku emas suasa,
Sirat bersemu di dalam peti;
Membaca itu budaya bangsa,
Di situ ilmu penyubur budi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1209,"Reja perca belacu silang,
Seribu satu benang bertemu;
Malaysia Membaca alang kepalang,
Terbuka pintu pustaka ilmu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1210,"Atas peran tebuan bersarang,
Berandang dulu mancis dan dian;
Ini cabaran orang sekarang,
Jahatnya dulu baiknya kemudian.",Moderate,No nature elements,9.5,ABAB,4
1211,"Perak gangsa serinya anggun,
Elok menimbun biar berlaksa;
Nusa bangsa negara dibangun,
Lestari tamadun hidup berbangsa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1212,"Elok seperenggu busana genta,
Perak gangsa serinya anggun;
Berganding bahu sesama kita,
Nusa bangsa negara dibangun.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1213,"Cari bersulam labuci biru,
Elok seperenggu busana genta;
Jangan tenggelam harapan baharu,
Berganding bahu sesama kita.",Moderate,No nature elements,10.5,ABAB,4
1214,"Maka dipesan kebaya labuh,
Cari bersulam labuci biru;
Selesai azan dan solat subuh,
Jangan tenggelam harapan baharu.",Moderate,No nature elements,10.25,ABAB,4
1215,"Turun ke kota bertudung litup,
Maka dipesan kebaya labuh;
Ke tanah lata teruskan hidup,
Selesai azan dan solat subuh.",Moderate,No nature elements,10.0,ABAB,4
1216,"Petai jering pucuk kepaya,
Susun sekata jangan ditutup;
Fajar hening tebar cahaya,
Ke tanah lata teruskan hidup.",Moderate,No nature elements,9.5,ABAB,4
1217,"Daun kari pucuk kepaya,
Petai jering diasing-asing,
Fajar hening tebar cahaya,
Dinihari sudah menyinsing.",Moderate,Word count per line is not in the range of 4-5,8.5,ABAB,4
1218,"Sepasang  dua ditambah lagi,
Tenda biru elok dipadan;
Panjatkan doa ketemu lagi,
Mengubat rindu Ihya Ramadan.",Moderate,No nature elements,9.25,ABAB,4
1219,"Warna celupan dibaur sekata,
Kasa peramu berbelak tidak;
Tahun hadapan apakah cerita,
Entah bertemu entahkan tidak.",Moderate,No nature elements,10.25,ABAB,4
1220,"Warkah bertanda coretan pena,
Secarik perca bukti dilekat;
Kepada ayah bonda hadiah bermakna,
Al-Fatihah dibaca semoga berkat.",Moderate,No nature elements,11.0,ABAB,4
1221,"Rampai sari hirisan pandan,
Semerbak lata bau meriah;
Penghujung hari bulan Ramadan,
Mari kita hulurkan hadiah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1222,"Jikalau ada legundi pahit,
Belanga baharu saya jerangkan;
Jikalau ada budi yang baik,
Manjadi abu saya kenangkan.",Moderate,Rhyme doesn't follow ABAB or AAAA pattern,10.0,Other,4
1223,"Anak bentara mulutnya asin,
Dapat rusa berbadan sasa;
Santun bicara sebagai vaksin,
Suntik rasa mengenang jasa,",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1224,"Kalau arang jadi baraan,
Setanggi dupa itulah kira;
Tiada tara banding al-Quran,
Mukjizat kubra memang bitara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1225,"Sudah mesra dalam acuan,
Halwa bersira gula Melaka;
Elok suara lunak bacaan,
Tiada bersera tajwid berteka.",Moderate,No nature elements,9.0,ABAB,4
1226,"Hutan batu di Kuala Lumpur,
Malamnya indah berhias lampu;
Tambah satu di tolak campur,
Sopan digundah adabnya tepu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1227,"Pangsapuri mewah tingkat bertingkat,
Setiap pintu lengkap berloceng;
Sebab lemah kurang muafakat,
Jiran sekuku sukar dipancing.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1228,"Pelitup muka  berlapis tiga,
Pelbagai warna berbagai corak;
Sesama kita elak berlaga,
Nanti merana menjadi porak.",Moderate,No nature elements,10.0,ABAB,4
1229,"Inti kelapa si kuih koci,
Elok santan dibuat pengat;
Tabah dan sabar itulah kunci,
Harap saudara kuat semangat,",Moderate,No nature elements,9.0,ABAB,4
1230,"Garam cuka dan gula batu,
Bahan ramu  asam paya;
Adab kita jiran sekuku,
Bantu membantu ikut upaya.",Moderate,No nature elements,9.0,ABAB,4
1231,"Pisang kaki asam paya,
Banyak berjual di kampung seberang;
Rugilah kaki mencari cahaya,
Untungnya akal mendapat terang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1232,"Jeruk lada dalam telap,
Satu balang jeruk kepaya;
Ketika berada di dalam gelap,
Pasti diusaha mencari cahaya.",Moderate,No nature elements,9.75,ABAB,4
1233,"Kalau ketemu buluh bengkawan,
Rautlah sampai menjadi lidi;
Kasih bertamu mencecah awan,
Jasa disimpai terkandung budi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1234,"Memang semalu tumbuh melata,
Ada bunga jua berduri;
Sedih pilu tidak terkata,
Siapa menjaga siapa mencari.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1235,"Kalau ada legundi pahit,
Ambil garam dibuat jaram;
Elok berpada tinggi melangit,
Muramnya kita mereka haram.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1236,"Ditumbuk hancur ditenyeh  lumat,
Adat cili di dalam lesung;
Kulitnya lecur sakitlah amat,
Walang lagi murung terusung.",Moderate,No nature elements,9.5,ABAB,4
1237,"Kalau jumpa buluh bengkawan,
Raut-raut menjadi lidi;
Musuh bertimpa adu dilawan,
Menjadi parut hancurkan budi.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,9.0,ABAB,4
1238,"Ada guli bergolek guli,
Guli merah guli biru;
Jika buli menjadi lali,
Mulutnya parah jiwa celaru.",Moderate,No nature elements,9.0,ABAB,4
1239,"Mutiara perang Pulau Penyegat,
Elok-elok kalau menyelam;
Pantun dikarang menyuntik semangat,
Jadi azimat mendepa alam.",Moderate,Word count per line is not in the range of 4-5,10.0,ABAB,4
1240,"Kalau selasih dicampur sirap,
Tentulah manis di dalam cawan;
Sudah tersisip ilmu diserap,
Menjadi waris sebagai ilmuwan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
1241,"Tanam pandan di tepi pagar,
Cili dan lada subur bertunas;
Kalau badan sihat dan segar,
Akal dan fikir menjadi bernas.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1242,"Daun ijuk jangan dijemur,
Jadi makanan si lembu jantan;
Jernih sejuk air di sumur,
Elok mandi segarlah badan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1243,"Lecak di baruh lumpur bentala,
Ada nagan lumur berlumur,
Jika keruh air di kuala,
Mari bersiram air di sumur.",Moderate,No nature elements,9.0,ABAB,4
1244,"Hendak mandi tepi telaga,
Hilang timba tinggallah tali,
Kalau keruh, keruh lah juga,
Walau ditimba berkali-kali.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
1245,"Benih petola pokok petola,
Tumbuh juga pokok semalu;
Kalau keruh air di kuala,
Ambil saja air di hulu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1246,"Kalau kayu hendak ditarah,
Ambil parang keratlah batang;
Ilmu kalian semakin bertambah,
Biar mapan mampan semakin matang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1247,"Mawar jingga daisi putih,
Buat hias dalam raga;
Harus juga rajin berlatih,
Itulah kias ilmu berjaga.",Moderate,Syllable count per line is not in the range of 8-12,8.0,ABAB,4
1248,"Buah anggur buah epal,
Dalam bakul ada bunga;
Tak kan gugur ilmu dikepal,
Pepat dirangkul jiwa dan raga.",Moderate,Syllable count per line is not in the range of 8-12,8.25,ABAB,4
1249,"Main layang hujung kampung,
Sangkut melayang ke pokok jati;
Perut kenyang makan jagung,
Sudah kenyang suka hati.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.25,ABAB,4
1250,"Lagu joget lagu canggung,
Buat nyanyi orang bertandak;
Jangan bawa rasmi jagung,
Makin berisi semakin tegak.",Moderate,No nature elements,8.5,ABAB,4
1251,"Sedap pengat bubuh jagung,
Bubuh juga keledek masak;
Berani buat berani tanggung,
Jangan suka teragak-agak;",Moderate,Word count per line is not in the range of 4-5; No nature elements,8.75,ABAB,4
1252,"Tuai padi esok lusa,
Harap nanti berguni beras;
Semai budi tabur jasa,
Harap nanti Tuhan membalas.",Moderate,Syllable count per line is not in the range of 8-12,8.25,ABAB,4
1253,"Burung terkukur terbang rendah,
Turun ke huma makan padi;
Mari bersyukur janganlah gundah,
Sama-sama menanam budi.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
1254,"Kelat keling baru masak,
Tebang batang sampai ke pangkal;
Jangan jeling jangan diasak,
Rugi datang kalau dah mengkal.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
1255,"Tumbuh di tubir kelapa bali,
Gugur buah patah pelepah;
Kering bibir ke telinga kuali,
Penat cakap sampai ke sudah.",Moderate,No nature elements,9.25,ABAB,4
1256,"Ambil ragi diperap likat,
Tapai mana juadah beradab;
Tak kan rugi kekalkan adat,
Tak kan kedana banyakkan adab.",Moderate,No nature elements,9.25,ABAB,4
1257,"Di hujung ranting si kupu-kupu,
Ada kumbang di batang tunggul;
Gempa sunting ilham si kipu,
Molek bertempa hiasan sanggul.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1258,"Pinang muda melenggang pinggang,
Penawar sakit menjadi sihat;
Kalau mata menjeling pandang,
Tundukkan muka elak kelibat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1259,"Molek dijaram tembakau sirih,
Tekap dekat luka di sendi;
Karang-karang lukapun pulih,
Sarat berkat kasih dan budi.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
1260,"Daun semambu secubit garam,
Asam jawa jaram kepala;
Resah kalbu  berlabuh karam,
Pujuklah jiwa atas jemala.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1261,"Sapu nila dengan cuka,
Hilang pucat datang merah;
Tentu terpalit hatinya duka,
Luka tak hilang ditokok parah.",Moderate,No nature elements,9.0,ABAB,4
1262,"Dalam peti sutera sari,
Sari hikmat jabat dipepat;
Pujuklah hati tenanglah mari,
Pasti disemat hikmah berlipat.",Moderate,No nature elements,9.5,ABAB,4
1263,"Asah disuruh pisau dikilir,
Sudah dikilir letak di para;
Kocak keruh air di hilir,
Ubah haluan pergi muara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1264,"Banyak orang menjual nangka,
Kiri kanan di tubir jalan;
Elok sekarang berbaik sangka,
Baik dikenan susah ditelan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
1265,"Nangka madu seulas dua,
Jadi halwa ubat kempunan;
Ajak beradu lelaplah mata,
Harap jua baik gerangan.",Moderate,Syllable count per line is not in the range of 8-12,8.25,ABAB,4
1266,"Musim silir di tanah Benta,
Sebiji dua nangka dicari;
Kalau mengalir si air mata,
Sapukan doa pujuklah diri.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1267,"Kalau ada terkasar kata,
Jangan dendam datang berlaga,
Bermaaf-maafan sesama kita,
Sama-sama masuk ke syurga.",Moderate,Word count per line is not in the range of 4-5,9.0,ABAB,4
1268,"Jeruk pala Pasar Chowrasta,
Buah tangan sahabat handai;
Jangan dijala nista dan dusta,
Biar berteman akal nan pandai.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1269,"Cendol ada di Lebuh Tamil,
Santai-santai basahkan tekak;
Elok berpada jangan mengomel,
Damai diintai elak bertekak.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.25,ABAB,4
1270,"Nasi beriani di Lebuh Chambel,
Serbat Selasih si Ais Tingkap;
Lantang berani mulut membebel,
Jangan sampai masuk lokap.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1271,"Banyak ikan berenang-renang;
Tenang-tenang air di kolam;
Adab sopan molek berbenang,
Kasih dan sayang semakin dalam.",Moderate,Word count per line is not in the range of 4-5,9.0,ABAB,4
1272,"Dalam kolam banyak rumpai,
Berenang-renang si talapiah;
Tabur jasa budi bersimpai,
Akan dikenang sebagai hadiah.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.0,ABAB,4
1273,"Talapiah berenang-renang,
Celah rumpai dalam kolam;
Jangan dikisah umpatan orang,
Sehari dua hilang tenggelam.",Moderate,Word count per line is not in the range of 4-5; No nature elements,8.75,ABAB,4
1274,"Kalau perigi mencari timba,
Sayang timba terputus tali;
Berdiam diri tahulah hamba,
Si riuh melaba berkali-kali.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
1275,"Hanya manikam mengenal jauhari,
Tidak jauhari mencari manikam;
Yang pendiam mengenal diri,
Si tin kosong kuat menikam.",Moderate,No nature elements,9.5,ABAB,4
1276,"Sutera belacu si kain sari,
Dibeli suruh Datuk Paduka;
Hebat di mercu pulihara negeri,
Dirgahayu seluruh rakyat Melaka.",Moderate,No nature elements,11.0,ABAB,4
1277,"Molek baka buah kemola,
Subur di kebun tanah berlurah;
Istana Melaka kubina semula,
Dalam pantun kulakar sejarah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1278,"Bukit Taboh tanah pusaka,
Bayu berpuput sampai ke paya;
Biar roboh Istana Melaka,
Moga tak luput warisan budaya.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1279,"Cili dilumat campur kuini,
Sambal merah belacan Melaka;
Berjuta keramat di tanah ini ,
Kota sejarah negeri tercinta.",Poor,Word count per line is not in the range of 4-5; Rhyme doesn't follow ABAB or AAAA pattern; No nature elements,10.25,Other,4
1280,"Tanah menganjung dipanggil tanjung,
Ada dermaga kalau ke hilir;
Integriti dijunjung budi disanjung,
Maka warga senyum terukir.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
1281,"Sawahnya subur padi menjadi,
Tuah rezeki orang di desa;
Jujur berbalut hemah pekerti,
Rakyat senegeri aman sentosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
1282,"Kanda bawa buah semangka,
Kasih tanda bekalan suri;
Pujuk jiwa elok bersangka,
Mari usaha mengubah diri.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
1283,"Toleh-toleh sawang lelabah,
Sawang ada atas kepala;
Tiada boleh diubah-ubah,
Sikap punca kunci petaka.",Moderate,Word count per line is not in the range of 4-5,8.75,ABAB,4
1284,"Kalau kail umpannya lupa,
Mata terjegil ikan tak nanti;
Waima Jibril datang menyapa,
Kerana degil hitamlah hati.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1285,"Lemang sate kuih ketupat,
Rendang ayam daging berkicap;
Saudara mara berhimpun pepat,
Hulur salam maaf diucap.",Moderate,Syllable count per line is not in the range of 8-12,8.5,ABAB,4
1286,"Pelita panjut atas peran,
Mari pasang malam raya;
Ceria bahagia salam lebaran,
Zahir batin terhapus dosa.",Moderate,No nature elements,9.0,ABAB,4
1287,"Seri muka tepung talam,
Dodol sira dalam nyiru;
Manis senyuman seluruh alam,
Cantik bergaya berbaju baharu.",Moderate,No nature elements,9.25,ABAB,4
1288,"Pokok bidara di tepi paya,
Ambil serai nak perap lempung;
Sanak saudara menyambut raya,
Ramailah ramai pulang ke kampung.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
1289,"Mari jemur atas nyiru,
Siap dihiris si asam keping;
Putih mata jadi biru,
Adik manis kuat menjeling.",Moderate,No nature elements,8.25,ABAB,4
1290,"Hijau kuning asam gelugur,
Gugur ke tanah merata-rata;
Wahai ""darling"" jangan berdengkur,
Biar nyenyak lelap bersama.",Moderate,No nature elements,9.0,ABAB,4
1291,"Asam gelugur si asam keping,
Tambah rencah kuah laksa;
Rambut gugur lap tak kering,
Kelemumur bersepah atas kepala.",Moderate,Syllable count per line is not in the range of 8-12,9.25,ABAB,4
1292,"Mana dia si gobek api,
Biar menyala janganlah padam;
Kerana kasih kusunyi sepi,
Rinduku alpa menaruh dendam.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1293,"Atas bukit ada meriam,
Tentu ada gobek api;
Dongak ke langit fikir dalam-dalam,
Kenapa masih sunyi dan sepi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
1294,"Kuis sapu debu setanggi,
Debu jatuh dalam cupu;
Mewah rezeki ketemu lagi,
Tapak memberkas jangan disapu.",Moderate,No nature elements,9.0,ABAB,4
1295,"Raut buluh menjadi lidi,
Buat menyapu debu setanggi;
Terima kasih daun keladi,
Ada rezeki berjumpa lagi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
